1,11E-02;1,00E+08
1,99E-01;-1,03E+09
1,69E+00;5,13E+09
9,03E+00;-1,63E+10
3,39E+01;3,71E+10
9,48E+01;-6,39E+10
2,05E+02;8,65E+10
3,52E+02;-9,38E+10
4,84E+02;8,27E+10
5,38E+02;-5,95E+10
4,84E+02;3,51E+10
3,52E+02;-1,69E+10
2,05E+02;6,58E+09
9,48E+01;-2,05E+09
3,39E+01;4,97E+08
9,03E+00;-9,07E+07
1,69E+00;1,17E+07
1,99E-01;-9,62E+05
1,11E-02;3,74E+04
